item_id,count,play,fracPlayed,count_bin,play_bin,fracPlayed_bin
113200,1842,1704,0.9250814332247557,7423.0,6876.0,1.0
204360,1828,1691,0.925054704595186,7423.0,6876.0,1.0
91310,1813,1554,0.8571428571428571,7423.0,6876.0,0.9
43110,1806,1110,0.6146179401993356,7423.0,6876.0,0.7
222880,1799,1551,0.8621456364647027,7423.0,6876.0,0.9
291480,1759,1150,0.6537805571347356,7423.0,6876.0,0.7
221100,1746,1727,0.9891179839633448,7423.0,6876.0,1.0
17410,1743,1338,0.7676419965576592,7423.0,6876.0,0.9
323370,1738,1145,0.6588032220943614,7423.0,6876.0,0.7
265630,1707,1292,0.7568834212067955,7423.0,6876.0,0.9
7670,1685,1165,0.6913946587537092,7423.0,6876.0,0.7
407530,1685,288,0.17091988130563798,7423.0,6876.0,0.2
104900,1679,1315,0.7832042882668255,7423.0,6876.0,0.9
291550,1673,1527,0.9127316198445905,7423.0,6876.0,1.0
409710,1663,60,0.03607937462417318,7423.0,158.10000000000036,0.1
346900,1628,1323,0.8126535626535627,7423.0,6876.0,0.9
63380,1618,1276,0.788627935723115,7423.0,6876.0,0.9
224580,1599,1370,0.8567854909318324,7423.0,6876.0,0.9
10,1598,963,0.6026282853566959,7423.0,6876.0,0.7
212680,1592,1467,0.9214824120603015,7423.0,6876.0,1.0
206420,1590,1386,0.8716981132075472,7423.0,6876.0,0.9
12210,1582,1384,0.8748419721871049,7423.0,6876.0,0.9
209870,1582,1297,0.8198482932996207,7423.0,6876.0,0.9
20920,1573,1157,0.7355371900826446,7423.0,6876.0,0.9
99900,1560,1300,0.8333333333333334,7423.0,6876.0,0.9
203160,1541,1259,0.8170019467878001,7423.0,6876.0,0.9
211820,1530,1506,0.984313725490196,7423.0,6876.0,1.0
6060,1526,1322,0.8663171690694627,7423.0,6876.0,0.9
367540,1516,136,0.08970976253298153,7423.0,158.10000000000036,0.1
363970,1512,1252,0.828042328042328,7423.0,6876.0,0.9
265930,1503,1423,0.9467731204258151,7423.0,6876.0,1.0
8980,1492,1201,0.8049597855227882,7423.0,6876.0,0.9
238460,1458,1320,0.9053497942386831,7423.0,6876.0,1.0
271590,1457,1422,0.9759780370624571,7423.0,6876.0,1.0
377160,1456,1434,0.9848901098901099,7423.0,6876.0,1.0
221380,1455,1317,0.9051546391752577,7423.0,6876.0,1.0
203140,1453,1143,0.786648313833448,7423.0,6876.0,0.9
8850,1447,575,0.3973738769868694,7423.0,6876.0,0.4
233720,1440,1346,0.9347222222222222,7423.0,6876.0,1.0
248570,1424,1147,0.8054775280898876,7423.0,6876.0,0.9
40800,1423,1295,0.910049191848208,7423.0,6876.0,1.0
273350,1421,1036,0.729064039408867,7423.0,6876.0,0.9
200710,1418,1304,0.919605077574048,7423.0,6876.0,1.0
80,1418,560,0.39492242595204513,7423.0,6876.0,0.4
35450,1417,1000,0.7057163020465773,7423.0,6876.0,0.9
224540,1413,1365,0.9660297239915074,7423.0,6876.0,1.0
409720,1411,19,0.013465627214741318,7423.0,30.0,0.1
48000,1405,909,0.6469750889679715,7423.0,6876.0,0.7
100,1391,282,0.20273184759166069,7423.0,6876.0,0.4
200260,1382,880,0.6367583212735166,7423.0,6876.0,0.7
113400,1378,1063,0.7714078374455733,7423.0,6876.0,0.9
57300,1366,838,0.6134699853587116,7423.0,6876.0,0.7
386360,1359,1037,0.7630610743193524,7423.0,6876.0,0.9
204300,1351,1164,0.8615840118430792,7423.0,6876.0,0.9
271290,1345,957,0.7115241635687732,7423.0,6876.0,0.9
200510,1344,1131,0.8415178571428571,7423.0,6876.0,0.9
219150,1341,1210,0.9023117076808352,7423.0,6876.0,1.0
220240,1341,1223,0.9120059656972409,7423.0,6876.0,1.0
346110,1332,1278,0.9594594594594594,7423.0,6876.0,1.0
312990,1293,936,0.7238979118329466,7423.0,6876.0,0.9
228200,1282,493,0.3845553822152886,7423.0,6876.0,0.4
202090,1278,813,0.636150234741784,7423.0,6876.0,0.7
201790,1263,970,0.768012668250198,7423.0,6876.0,0.9
12220,1259,699,0.5552025416997617,7423.0,6876.0,0.6
273110,1258,731,0.581081081081081,7423.0,6876.0,0.6
70,1250,871,0.6968,7423.0,6876.0,0.7
244850,1240,1145,0.9233870967741935,7423.0,6876.0,1.0
4560,1235,523,0.4234817813765182,7423.0,6876.0,0.5
227700,1227,708,0.5770171149144254,7423.0,6876.0,0.6
108800,1226,689,0.5619902120717781,7423.0,6876.0,0.6
107410,1224,1202,0.9820261437908496,7423.0,6876.0,1.0
212910,1218,1093,0.8973727422003284,7423.0,6876.0,0.9
224600,1215,669,0.5506172839506173,7423.0,6876.0,0.6
4920,1213,947,0.7807089859851608,7423.0,6876.0,0.9
202970,1208,944,0.7814569536423841,7423.0,6876.0,0.9
211420,1201,1066,0.88759367194005,7423.0,6876.0,0.9
205100,1200,1086,0.905,7423.0,6876.0,1.0
31280,1192,1058,0.8875838926174496,7423.0,6876.0,0.9
109600,1186,881,0.7428330522765598,7423.0,6876.0,0.9
202990,1186,1126,0.9494097807757167,7423.0,6876.0,1.0
17470,1172,521,0.4445392491467577,7423.0,6876.0,0.5
24740,1169,815,0.6971770744225834,7423.0,6876.0,0.7
35140,1167,808,0.6923736075407027,7423.0,6876.0,0.7
9480,1164,609,0.5231958762886598,7423.0,6876.0,0.6
210770,1137,843,0.741424802110818,7423.0,6876.0,0.9
233450,1136,1068,0.9401408450704225,7423.0,6876.0,1.0
226320,1134,648,0.5714285714285714,7423.0,6876.0,0.6
282440,1133,776,0.6849073256840247,7423.0,6876.0,0.7
253710,1125,768,0.6826666666666666,7423.0,6876.0,0.7
48700,1114,1015,0.9111310592459605,7423.0,6876.0,1.0
209080,1113,980,0.8805031446540881,7423.0,6876.0,0.9
239220,1106,798,0.7215189873417721,7423.0,6876.0,0.9
221910,1103,978,0.886672710788758,7423.0,6876.0,0.9
223710,1100,825,0.75,7423.0,6876.0,0.9
22370,1097,942,0.8587055606198724,7423.0,6876.0,0.9
242760,1096,1038,0.9470802919708029,7423.0,6876.0,1.0
207610,1089,954,0.8760330578512396,7423.0,6876.0,0.9
500,1082,830,0.767097966728281,7423.0,6876.0,0.9
70000,1078,715,0.6632653061224489,7423.0,6876.0,0.7
2420,1072,371,0.3460820895522388,7423.0,6876.0,0.4
107100,1070,895,0.8364485981308412,7423.0,6876.0,0.9
236830,1069,352,0.3292797006548176,7423.0,6876.0,0.4
205930,1060,387,0.3650943396226415,7423.0,6876.0,0.4
9340,1059,260,0.24551463644948066,7423.0,6876.0,0.4
2400,1055,846,0.8018957345971564,7423.0,6876.0,0.9
206210,1054,707,0.6707779886148008,7423.0,6876.0,0.7
65800,1044,900,0.8620689655172413,7423.0,6876.0,0.9
35720,1039,731,0.7035611164581328,7423.0,6876.0,0.9
20,1039,404,0.3888354186717998,7423.0,6876.0,0.4
50,1039,311,0.2993262752646776,7423.0,6876.0,0.4
317360,1037,664,0.6403085824493732,7423.0,6876.0,0.7
39120,1036,639,0.6167953667953668,7423.0,6876.0,0.7
218680,1030,847,0.8223300970873786,7423.0,6876.0,0.9
51100,1029,740,0.7191448007774538,7423.0,6876.0,0.9
236110,1022,806,0.7886497064579256,7423.0,6876.0,0.9
2430,1021,160,0.15670910871694418,7423.0,6876.0,0.2
130,1013,291,0.2872655478775913,7423.0,6876.0,0.4
47790,989,380,0.38422649140546006,7423.0,6876.0,0.4
50620,984,571,0.5802845528455285,7423.0,6876.0,0.6
47830,979,342,0.34933605720122574,7423.0,6876.0,0.4
241930,977,856,0.8761514841351075,7423.0,6876.0,0.9
17080,977,725,0.7420675537359263,7423.0,6876.0,0.9
248820,975,873,0.8953846153846153,7423.0,6876.0,0.9
32370,972,636,0.654320987654321,7423.0,6876.0,0.7
113020,967,795,0.8221302998965874,7423.0,6876.0,0.9
15620,944,701,0.7425847457627118,7423.0,6876.0,0.9
57690,943,568,0.6023329798515377,7423.0,6876.0,0.7
261640,935,820,0.8770053475935828,7423.0,6876.0,0.9
223470,933,784,0.8403001071811361,7423.0,6876.0,0.9
250900,922,898,0.9739696312364425,7423.0,6876.0,1.0
239030,918,822,0.8954248366013072,7423.0,6876.0,0.9
20900,915,625,0.6830601092896175,7423.0,6876.0,0.7
319630,915,549,0.6,7423.0,6876.0,0.6
12250,914,79,0.08643326039387308,7423.0,158.10000000000036,0.1
10190,903,844,0.9346622369878184,7423.0,6876.0,1.0
20540,900,255,0.2833333333333333,7423.0,6876.0,0.4
91600,895,619,0.6916201117318436,7423.0,6876.0,0.7
216250,893,671,0.7513997760358343,7423.0,6876.0,0.9
12120,891,645,0.7239057239057239,7423.0,6876.0,0.9
34270,886,397,0.44808126410835214,7423.0,6876.0,0.5
220200,885,866,0.9785310734463277,7423.0,6876.0,1.0
10180,883,764,0.8652321630804077,7423.0,6876.0,0.9
42710,882,802,0.909297052154195,7423.0,6876.0,1.0
34330,874,737,0.8432494279176201,7423.0,6876.0,0.9
41070,872,598,0.6857798165137615,7423.0,6876.0,0.7
42700,869,838,0.9643268124280783,7423.0,6876.0,1.0
346010,864,817,0.9456018518518519,7423.0,6876.0,1.0
56400,858,564,0.6573426573426573,7423.0,6876.0,0.7
433850,854,375,0.43911007025761123,7423.0,6876.0,0.5
439700,854,13,0.01522248243559719,7423.0,17.0,0.1
299360,849,605,0.7126030624263839,7423.0,6876.0,0.9
207140,844,759,0.8992890995260664,7423.0,6876.0,0.9
55110,840,373,0.444047619047619,7423.0,6876.0,0.5
227300,839,718,0.8557806912991657,7423.0,6876.0,0.9
214420,835,632,0.7568862275449102,7423.0,6876.0,0.9
208580,834,433,0.5191846522781774,7423.0,6876.0,0.6
6860,828,451,0.5446859903381642,7423.0,6876.0,0.6
65790,826,357,0.4322033898305085,7423.0,6876.0,0.5
355840,826,450,0.5447941888619855,7423.0,6876.0,0.6
234710,823,720,0.8748481166464156,7423.0,6876.0,0.9
214560,822,658,0.8004866180048662,7423.0,6876.0,0.9
239820,818,797,0.9743276283618582,7423.0,6876.0,1.0
362300,817,42,0.051407588739290085,7423.0,158.10000000000036,0.1
255710,817,784,0.9596083231334149,7423.0,6876.0,1.0
310380,816,418,0.5122549019607843,7423.0,6876.0,0.6
21100,816,393,0.48161764705882354,7423.0,6876.0,0.5
295110,814,790,0.9705159705159705,7423.0,6876.0,1.0
202170,812,689,0.8485221674876847,7423.0,6876.0,0.9
251570,806,783,0.9714640198511166,7423.0,6876.0,1.0
4570,802,448,0.5586034912718204,7423.0,6876.0,0.6
211500,799,272,0.3404255319148936,7423.0,6876.0,0.4
224760,798,614,0.7694235588972431,7423.0,6876.0,0.9
300,795,594,0.7471698113207547,7423.0,6876.0,0.9
391540,788,719,0.9124365482233503,7423.0,6876.0,1.0
262410,781,624,0.7989756722151088,7423.0,6876.0,0.9
209000,775,586,0.7561290322580645,7423.0,6876.0,0.9
50300,774,511,0.6602067183462532,7423.0,6876.0,0.7
42160,774,541,0.6989664082687338,7423.0,6876.0,0.7
20570,771,419,0.543450064850843,7423.0,6876.0,0.6
238430,770,644,0.8363636363636363,7423.0,6876.0,0.9
24960,770,721,0.9363636363636364,7423.0,6876.0,1.0
105450,766,654,0.8537859007832899,7423.0,6876.0,0.9
280,765,260,0.33986928104575165,7423.0,6876.0,0.4
104700,763,570,0.747051114023591,7423.0,6876.0,0.9
221640,763,663,0.8689384010484927,7423.0,6876.0,0.9
42690,748,699,0.9344919786096256,7423.0,6876.0,1.0
42680,743,665,0.8950201884253028,7423.0,6876.0,0.9
6020,736,405,0.5502717391304348,7423.0,6876.0,0.6
12900,735,676,0.9197278911564626,7423.0,6876.0,1.0
102600,732,438,0.5983606557377049,7423.0,6876.0,0.6
22330,731,591,0.8084815321477428,7423.0,6876.0,0.9
233270,728,539,0.7403846153846154,7423.0,6876.0,0.9
16450,728,198,0.27197802197802196,7423.0,6876.0,0.4
28050,726,604,0.8319559228650137,7423.0,6876.0,0.9
231430,713,593,0.8316970546984572,7423.0,6876.0,0.9
50130,711,475,0.6680731364275668,7423.0,6876.0,0.7
206500,708,576,0.8135593220338984,7423.0,6876.0,0.9
6880,702,167,0.2378917378917379,7423.0,6876.0,0.4
232090,701,687,0.9800285306704708,7423.0,6876.0,1.0
50650,699,440,0.6294706723891274,7423.0,6876.0,0.7
10500,698,526,0.7535816618911175,7423.0,6876.0,0.9
24980,698,399,0.5716332378223495,7423.0,6876.0,0.6
255520,696,243,0.34913793103448276,7423.0,6876.0,0.4
233250,694,552,0.7953890489913544,7423.0,6876.0,0.9
226700,693,652,0.9408369408369408,7423.0,6876.0,1.0
232150,691,30,0.04341534008683068,7423.0,30.0,0.1
292030,689,612,0.888243831640058,7423.0,6876.0,0.9
19900,681,391,0.5741556534508077,7423.0,6876.0,0.6
10090,676,603,0.8920118343195266,7423.0,6876.0,0.9
417860,674,623,0.9243323442136498,7423.0,6876.0,1.0
4700,669,382,0.5710014947683109,7423.0,6876.0,0.6
213670,665,600,0.9022556390977443,7423.0,6876.0,1.0
302830,662,504,0.7613293051359517,7423.0,6876.0,0.9
238010,659,477,0.723823975720789,7423.0,6876.0,0.9
212800,658,534,0.8115501519756839,7423.0,6876.0,0.9
205950,657,237,0.3607305936073059,7423.0,6876.0,0.4
23490,656,212,0.3231707317073171,7423.0,6876.0,0.4
343450,656,27,0.041158536585365856,7423.0,30.0,0.1
237310,653,403,0.6171516079632465,7423.0,6876.0,0.7
6850,651,193,0.2964669738863287,7423.0,6876.0,0.4
368730,650,131,0.20153846153846153,7423.0,158.10000000000036,0.4
241600,650,617,0.9492307692307692,7423.0,6876.0,1.0
113420,650,381,0.5861538461538461,7423.0,6876.0,0.6
475150,647,68,0.10510046367851623,7423.0,158.10000000000036,0.2
205230,646,160,0.2476780185758514,7423.0,6876.0,0.4
212500,646,372,0.5758513931888545,7423.0,6876.0,0.6
216150,645,434,0.6728682170542636,7423.0,6876.0,0.7
365720,645,456,0.7069767441860465,7423.0,6876.0,0.9
203290,644,387,0.6009316770186336,7423.0,6876.0,0.7
242920,644,598,0.9285714285714286,7423.0,6876.0,1.0
242720,640,408,0.6375,7423.0,6876.0,0.7
6000,640,353,0.5515625,7423.0,6876.0,0.6
3830,639,388,0.6071987480438185,7423.0,6876.0,0.7
413150,635,617,0.9716535433070866,7423.0,6876.0,1.0
268420,635,372,0.5858267716535434,7423.0,6876.0,0.6
24800,625,226,0.3616,7423.0,6876.0,0.4
65930,625,299,0.4784,7423.0,6876.0,0.5
250400,624,502,0.8044871794871795,7423.0,6876.0,0.9
204100,620,490,0.7903225806451613,7423.0,6876.0,0.9
212070,620,444,0.7161290322580646,7423.0,6876.0,0.9
355180,618,414,0.6699029126213593,7423.0,6876.0,0.7
245550,616,347,0.5633116883116883,7423.0,6876.0,0.6
17390,615,555,0.9024390243902439,7423.0,6876.0,1.0
4760,614,359,0.5846905537459284,7423.0,6876.0,0.6
39000,611,469,0.7675941080196399,7423.0,6876.0,0.9
225840,607,437,0.7199341021416804,7423.0,6876.0,0.9
4540,606,314,0.5181518151815182,7423.0,6876.0,0.6
108710,606,446,0.735973597359736,7423.0,6876.0,0.9
339610,604,346,0.5728476821192053,7423.0,6876.0,0.6
207230,603,429,0.7114427860696517,7423.0,6876.0,0.9
225260,601,403,0.670549084858569,7423.0,6876.0,0.7
32800,594,307,0.5168350168350169,7423.0,6876.0,0.6
214950,594,533,0.8973063973063973,7423.0,6876.0,0.9
241540,594,550,0.9259259259259259,7423.0,6876.0,1.0
200170,593,501,0.8448566610455311,7423.0,6876.0,0.9
67370,591,300,0.5076142131979695,7423.0,6876.0,0.6
206190,590,481,0.8152542372881356,7423.0,6876.0,0.9
282070,589,496,0.8421052631578947,7423.0,6876.0,0.9
6030,586,234,0.3993174061433447,7423.0,6876.0,0.4
220780,585,413,0.705982905982906,7423.0,6876.0,0.9
4580,584,333,0.5702054794520548,7423.0,6876.0,0.6
33230,583,445,0.7632933104631218,7423.0,6876.0,0.9
32470,582,316,0.5429553264604811,7423.0,6876.0,0.6
21110,582,60,0.10309278350515463,7423.0,158.10000000000036,0.2
34030,580,388,0.6689655172413793,7423.0,6876.0,0.7
32400,580,179,0.3086206896551724,7423.0,6876.0,0.4
239160,579,447,0.772020725388601,7423.0,6876.0,0.9
12110,576,332,0.5763888888888888,7423.0,6876.0,0.6
335240,575,435,0.7565217391304347,7423.0,6876.0,0.9
261030,573,423,0.7382198952879581,7423.0,6876.0,0.9
239140,573,546,0.9528795811518325,7423.0,6876.0,1.0
110800,572,435,0.7604895104895105,7423.0,6876.0,0.9
48720,571,383,0.670753064798599,7423.0,6876.0,0.7
219890,568,476,0.8380281690140845,7423.0,6876.0,0.9
12240,564,37,0.06560283687943262,7423.0,158.10000000000036,0.1
9450,563,353,0.6269982238010657,7423.0,6876.0,0.7
43160,561,459,0.8181818181818182,7423.0,6876.0,0.9
6900,559,175,0.31305903398926654,7423.0,6876.0,0.4
92800,556,352,0.6330935251798561,7423.0,6876.0,0.7
32430,555,309,0.5567567567567567,7423.0,6876.0,0.6
11020,553,421,0.7613019891500904,7423.0,6876.0,0.9
250420,551,392,0.7114337568058077,7423.0,6876.0,0.9
60,550,151,0.27454545454545454,7423.0,158.10000000000036,0.4
311210,549,519,0.9453551912568307,7423.0,6876.0,1.0
6910,547,287,0.5246800731261426,7423.0,6876.0,0.6
21090,546,215,0.39377289377289376,7423.0,6876.0,0.4
221260,543,419,0.7716390423572744,7423.0,6876.0,0.9
12200,541,436,0.8059149722735675,7423.0,6876.0,0.9
20500,538,369,0.6858736059479554,7423.0,6876.0,0.7
30,537,208,0.38733705772811916,7423.0,6876.0,0.4
244630,533,271,0.5084427767354597,7423.0,6876.0,0.6
264140,532,439,0.825187969924812,7423.0,6876.0,0.9
246280,532,359,0.674812030075188,7423.0,6876.0,0.7
306830,531,329,0.6195856873822976,7423.0,6876.0,0.7
3910,529,131,0.24763705103969755,7423.0,158.10000000000036,0.4
383080,528,396,0.75,7423.0,6876.0,0.9
32500,528,203,0.38446969696969696,7423.0,6876.0,0.4
40,527,107,0.2030360531309298,7423.0,158.10000000000036,0.4
9310,526,212,0.40304182509505704,7423.0,6876.0,0.5
201810,524,453,0.8645038167938931,7423.0,6876.0,0.9
238320,522,407,0.7796934865900383,7423.0,6876.0,0.9
55150,522,406,0.7777777777777778,7423.0,6876.0,0.9
234190,522,333,0.6379310344827587,7423.0,6876.0,0.7
22320,521,392,0.7523992322456814,7423.0,6876.0,0.9
32380,520,104,0.2,7423.0,158.10000000000036,0.2
212160,517,344,0.6653771760154739,7423.0,6876.0,0.7
203770,517,384,0.7427466150870407,7423.0,6876.0,0.9
41500,516,404,0.7829457364341085,7423.0,6876.0,0.9
3900,516,158,0.3062015503875969,7423.0,158.10000000000036,0.4
245170,516,403,0.7810077519379846,7423.0,6876.0,0.9
13520,514,230,0.4474708171206226,7423.0,6876.0,0.5
244930,513,389,0.7582846003898636,7423.0,6876.0,0.9
21120,513,50,0.09746588693957114,7423.0,158.10000000000036,0.1
223750,510,285,0.5588235294117647,7423.0,6876.0,0.6
253030,508,368,0.7244094488188977,7423.0,6876.0,0.9
34440,508,13,0.025590551181102362,7423.0,17.0,0.1
8600,506,168,0.33201581027667987,7423.0,6876.0,0.4
17460,504,418,0.8293650793650794,7423.0,6876.0,0.9
280790,500,430,0.86,7423.0,6876.0,0.9
233130,500,396,0.792,7423.0,6876.0,0.9
239450,498,308,0.6184738955823293,7423.0,6876.0,0.7
9900,498,370,0.7429718875502008,7423.0,6876.0,0.9
41000,493,299,0.6064908722109533,7423.0,6876.0,0.7
34900,493,302,0.6125760649087221,7423.0,6876.0,0.7
15700,492,283,0.5752032520325203,7423.0,6876.0,0.6
349700,492,347,0.7052845528455285,7423.0,6876.0,0.9
298260,490,284,0.5795918367346938,7423.0,6876.0,0.6
239350,489,404,0.8261758691206544,7423.0,6876.0,0.9
35700,487,334,0.6858316221765913,7423.0,6876.0,0.7
286160,486,456,0.9382716049382716,7423.0,6876.0,1.0
316390,486,270,0.5555555555555556,7423.0,6876.0,0.6
265210,485,317,0.6536082474226804,7423.0,6876.0,0.7
335330,479,310,0.6471816283924844,7423.0,6876.0,0.7
72200,479,427,0.8914405010438413,7423.0,6876.0,0.9
9420,479,204,0.42588726513569936,7423.0,6876.0,0.5
8800,476,100,0.21008403361344538,7423.0,158.10000000000036,0.4
237110,476,424,0.8907563025210085,7423.0,6876.0,0.9
247730,473,413,0.8731501057082452,7423.0,6876.0,0.9
22100,473,284,0.6004228329809725,7423.0,6876.0,0.7
212480,470,350,0.7446808510638298,7423.0,6876.0,0.9
287390,469,261,0.5565031982942431,7423.0,6876.0,0.6
218130,469,279,0.5948827292110874,7423.0,6876.0,0.6
202750,468,155,0.3311965811965812,7423.0,158.10000000000036,0.4
3990,468,33,0.07051282051282051,7423.0,158.10000000000036,0.1
34460,468,11,0.023504273504273504,7423.0,11.0,0.1
16810,466,57,0.1223175965665236,7423.0,158.10000000000036,0.2
11450,466,195,0.4184549356223176,7423.0,6876.0,0.5
209170,465,424,0.9118279569892473,7423.0,6876.0,1.0
22000,462,340,0.7359307359307359,7423.0,6876.0,0.9
236090,462,309,0.6688311688311688,7423.0,6876.0,0.7
222730,461,384,0.8329718004338394,7423.0,6876.0,0.9
302380,460,315,0.6847826086956522,7423.0,6876.0,0.7
266430,459,296,0.644880174291939,7423.0,6876.0,0.7
298630,459,445,0.9694989106753813,7423.0,6876.0,1.0
22300,458,398,0.868995633187773,7423.0,6876.0,0.9
274190,457,417,0.912472647702407,7423.0,6876.0,1.0
225080,457,232,0.5076586433260394,7423.0,6876.0,0.6
242050,456,381,0.8355263157894737,7423.0,6876.0,0.9
296470,455,407,0.8945054945054945,7423.0,6876.0,0.9
266840,454,409,0.9008810572687225,7423.0,6876.0,1.0
246620,454,445,0.9801762114537445,7423.0,6876.0,1.0
250320,453,340,0.7505518763796909,7423.0,6876.0,0.9
234140,453,390,0.8609271523178808,7423.0,6876.0,0.9
286100,453,327,0.7218543046357616,7423.0,6876.0,0.9
47810,450,349,0.7755555555555556,7423.0,6876.0,0.9
209160,446,350,0.7847533632286996,7423.0,6876.0,0.9
319510,446,391,0.8766816143497758,7423.0,6876.0,0.9
315640,446,239,0.5358744394618834,7423.0,6876.0,0.6
26800,446,300,0.672645739910314,7423.0,6876.0,0.7
8660,445,95,0.21348314606741572,7423.0,158.10000000000036,0.4
286690,444,313,0.704954954954955,7423.0,6876.0,0.9
258160,443,244,0.5507900677200903,7423.0,6876.0,0.6
427270,442,246,0.5565610859728507,7423.0,6876.0,0.6
310370,441,279,0.6326530612244898,7423.0,6876.0,0.7
234390,440,235,0.5340909090909091,7423.0,6876.0,0.6
44350,440,305,0.6931818181818182,7423.0,6876.0,0.7
65980,438,397,0.906392694063927,7423.0,6876.0,1.0
205350,437,228,0.5217391304347826,7423.0,6876.0,0.6
17300,437,367,0.8398169336384439,7423.0,6876.0,0.9
65720,437,195,0.4462242562929062,7423.0,6876.0,0.5
9350,435,139,0.3195402298850575,7423.0,158.10000000000036,0.4
442080,435,209,0.4804597701149425,7423.0,6876.0,0.5
239070,434,330,0.7603686635944701,7423.0,6876.0,0.9
374320,434,429,0.988479262672811,7423.0,6876.0,1.0
47780,432,212,0.49074074074074076,7423.0,6876.0,0.5
249130,432,380,0.8796296296296297,7423.0,6876.0,0.9
32390,431,87,0.20185614849187936,7423.0,158.10000000000036,0.4
264200,430,381,0.8860465116279069,7423.0,6876.0,0.9
12230,429,24,0.055944055944055944,7423.0,30.0,0.1
321040,429,206,0.4801864801864802,7423.0,6876.0,0.5
298240,428,290,0.677570093457944,7423.0,6876.0,0.7
237930,427,328,0.7681498829039812,7423.0,6876.0,0.9
239660,427,305,0.7142857142857143,7423.0,6876.0,0.9
215080,427,317,0.7423887587822015,7423.0,6876.0,0.9
9200,426,347,0.8145539906103286,7423.0,6876.0,0.9
12100,425,196,0.4611764705882353,7423.0,6876.0,0.5
359550,424,421,0.9929245283018868,7423.0,6876.0,1.0
40390,423,152,0.35933806146572106,7423.0,158.10000000000036,0.4
316010,422,280,0.6635071090047393,7423.0,6876.0,0.7
40100,418,286,0.6842105263157895,7423.0,6876.0,0.7
6920,418,76,0.18181818181818182,7423.0,158.10000000000036,0.2
380600,416,246,0.5913461538461539,7423.0,6876.0,0.6
207170,415,273,0.6578313253012048,7423.0,6876.0,0.7
264710,415,401,0.9662650602409638,7423.0,6876.0,1.0
65700,413,195,0.4721549636803874,7423.0,6876.0,0.5
242700,412,354,0.8592233009708737,7423.0,6876.0,0.9
220860,411,353,0.8588807785888077,7423.0,6876.0,0.9
