user_id,count,play,fracPlayed,count_bin,play_bin,fracPlayed_bin
u11670,458,242,0.5283842794759825,5588.0,2207.0,0.6
u5596,455,225,0.4945054945054945,5588.0,2207.0,0.5
u101,453,73,0.16114790286975716,5588.0,81.0,0.2
u3511,452,257,0.5685840707964602,5588.0,2207.0,0.6
u11642,451,77,0.17073170731707318,5588.0,81.0,0.2
u6730,447,255,0.5704697986577181,5588.0,2207.0,0.6
u10881,445,288,0.647191011235955,5588.0,2207.0,0.7
u7088,444,67,0.15090090090090091,5588.0,81.0,0.2
u8497,437,273,0.6247139588100686,5588.0,2207.0,0.7
u13227,435,235,0.5402298850574713,5588.0,2207.0,0.6
u14198,428,228,0.5327102803738317,5588.0,2207.0,0.6
u5750,426,92,0.215962441314554,5588.0,2207.0,0.4
u9566,426,319,0.7488262910798122,5588.0,2207.0,0.9
u10404,424,66,0.15566037735849056,5588.0,81.0,0.2
u5279,424,310,0.7311320754716981,5588.0,2207.0,0.9
u12088,424,304,0.7169811320754716,5588.0,2207.0,0.9
u14549,422,63,0.14928909952606634,5588.0,81.0,0.2
u5546,421,37,0.08788598574821853,5588.0,41.0,0.1
u7749,419,313,0.747016706443914,5588.0,2207.0,0.9
u6664,419,285,0.6801909307875895,5588.0,2207.0,0.7
u12762,418,289,0.6913875598086124,5588.0,2207.0,0.7
u6799,414,189,0.45652173913043476,5588.0,2207.0,0.5
u13467,410,241,0.5878048780487805,5588.0,2207.0,0.6
u9688,406,135,0.33251231527093594,5588.0,2207.0,0.4
u9502,403,173,0.4292803970223325,5588.0,2207.0,0.5
u3740,402,249,0.6194029850746269,5588.0,2207.0,0.7
u6525,401,281,0.7007481296758105,5588.0,2207.0,0.9
u14307,399,284,0.7117794486215538,5588.0,2207.0,0.9
u9311,397,196,0.49370277078085645,5588.0,2207.0,0.5
u13195,396,192,0.48484848484848486,5588.0,2207.0,0.5
u9252,394,255,0.6472081218274112,5588.0,2207.0,0.7
u9983,394,239,0.6065989847715736,5588.0,2207.0,0.7
u4537,392,141,0.3596938775510204,5588.0,2207.0,0.4
u4536,392,115,0.29336734693877553,5588.0,2207.0,0.4
u5651,391,124,0.3171355498721228,5588.0,2207.0,0.4
u6073,391,283,0.7237851662404092,5588.0,2207.0,0.9
u4583,389,205,0.5269922879177378,5588.0,2207.0,0.6
u11307,384,217,0.5651041666666666,5588.0,2207.0,0.6
u1099,384,131,0.3411458333333333,5588.0,2207.0,0.4
u10262,383,265,0.6919060052219321,5588.0,2207.0,0.7
u1639,381,173,0.4540682414698163,5588.0,2207.0,0.5
u11520,381,157,0.4120734908136483,5588.0,2207.0,0.5
u9050,380,131,0.3447368421052632,5588.0,2207.0,0.4
u4291,379,330,0.8707124010554089,5588.0,2207.0,0.9
u10948,379,188,0.49604221635883905,5588.0,2207.0,0.5
u2478,378,134,0.3544973544973545,5588.0,2207.0,0.4
u1750,375,181,0.4826666666666667,5588.0,2207.0,0.5
u7060,375,226,0.6026666666666667,5588.0,2207.0,0.7
u13777,373,190,0.5093833780160858,5588.0,2207.0,0.6
u12525,372,146,0.3924731182795699,5588.0,2207.0,0.4
u7214,370,191,0.5162162162162162,5588.0,2207.0,0.6
u11882,370,310,0.8378378378378378,5588.0,2207.0,0.9
u7530,368,91,0.24728260869565216,5588.0,2207.0,0.4
u2473,367,150,0.4087193460490463,5588.0,2207.0,0.5
u1274,367,182,0.49591280653950953,5588.0,2207.0,0.5
u4138,365,281,0.7698630136986301,5588.0,2207.0,0.9
u1919,364,189,0.5192307692307693,5588.0,2207.0,0.6
u1591,364,151,0.41483516483516486,5588.0,2207.0,0.5
u11911,363,88,0.24242424242424243,5588.0,2207.0,0.4
u577,363,214,0.5895316804407713,5588.0,2207.0,0.6
u8895,362,307,0.8480662983425414,5588.0,2207.0,0.9
u8760,361,160,0.44321329639889195,5588.0,2207.0,0.5
u13973,358,137,0.38268156424581007,5588.0,2207.0,0.4
u7130,357,125,0.35014005602240894,5588.0,2207.0,0.4
u1108,356,138,0.38764044943820225,5588.0,2207.0,0.4
u11460,356,198,0.5561797752808989,5588.0,2207.0,0.6
u8972,355,266,0.7492957746478873,5588.0,2207.0,0.9
u3346,355,6,0.016901408450704224,5588.0,8.0,0.1
u507,355,274,0.7718309859154929,5588.0,2207.0,0.9
u10646,353,125,0.35410764872521244,5588.0,2207.0,0.4
u13289,353,248,0.7025495750708215,5588.0,2207.0,0.9
u10143,352,120,0.3409090909090909,5588.0,2207.0,0.4
u6677,351,142,0.4045584045584046,5588.0,2207.0,0.5
u13590,351,300,0.8547008547008547,5588.0,2207.0,0.9
u3825,350,116,0.3314285714285714,5588.0,2207.0,0.4
u7735,350,280,0.8,5588.0,2207.0,0.9
u1342,350,209,0.5971428571428572,5588.0,2207.0,0.6
u7140,347,86,0.2478386167146974,5588.0,2207.0,0.4
u6200,347,240,0.69164265129683,5588.0,2207.0,0.7
u5513,346,194,0.5606936416184971,5588.0,2207.0,0.6
u9420,346,174,0.5028901734104047,5588.0,2207.0,0.6
u3388,344,167,0.48546511627906974,5588.0,2207.0,0.5
u13485,343,57,0.1661807580174927,5588.0,81.0,0.2
u8086,340,209,0.6147058823529412,5588.0,2207.0,0.7
u1495,339,148,0.4365781710914454,5588.0,2207.0,0.5
u8766,337,257,0.7626112759643917,5588.0,2207.0,0.9
u1547,336,166,0.49404761904761907,5588.0,2207.0,0.5
u8535,335,48,0.14328358208955225,5588.0,81.0,0.2
u6699,335,166,0.4955223880597015,5588.0,2207.0,0.5
u856,334,234,0.7005988023952096,5588.0,2207.0,0.9
u8974,334,164,0.49101796407185627,5588.0,2207.0,0.5
u3891,334,75,0.2245508982035928,5588.0,81.0,0.4
u8876,334,191,0.5718562874251497,5588.0,2207.0,0.6
u11950,331,117,0.35347432024169184,5588.0,2207.0,0.4
u2224,331,244,0.7371601208459214,5588.0,2207.0,0.9
u11861,330,250,0.7575757575757576,5588.0,2207.0,0.9
u9148,327,116,0.3547400611620795,5588.0,2207.0,0.4
u9625,327,161,0.4923547400611621,5588.0,2207.0,0.5
u9738,322,141,0.43788819875776397,5588.0,2207.0,0.5
u9789,322,65,0.20186335403726707,5588.0,81.0,0.4
u7443,321,132,0.411214953271028,5588.0,2207.0,0.5
u2686,321,182,0.5669781931464174,5588.0,2207.0,0.6
u1422,319,227,0.7115987460815048,5588.0,2207.0,0.9
u1028,319,234,0.7335423197492164,5588.0,2207.0,0.9
u7926,318,241,0.7578616352201258,5588.0,2207.0,0.9
u3640,317,137,0.43217665615141954,5588.0,2207.0,0.5
u7046,316,116,0.3670886075949367,5588.0,2207.0,0.4
u5674,316,146,0.4620253164556962,5588.0,2207.0,0.5
u6090,315,183,0.580952380952381,5588.0,2207.0,0.6
u897,314,256,0.8152866242038217,5588.0,2207.0,0.9
u11127,313,155,0.4952076677316294,5588.0,2207.0,0.5
u3067,311,218,0.7009646302250804,5588.0,2207.0,0.9
u4564,311,172,0.5530546623794212,5588.0,2207.0,0.6
u10749,311,153,0.4919614147909968,5588.0,2207.0,0.5
u138,310,164,0.5290322580645161,5588.0,2207.0,0.6
u2122,308,186,0.6038961038961039,5588.0,2207.0,0.7
u2156,308,208,0.6753246753246753,5588.0,2207.0,0.7
u4839,308,148,0.4805194805194805,5588.0,2207.0,0.5
u4502,307,172,0.5602605863192183,5588.0,2207.0,0.6
u5777,306,91,0.2973856209150327,5588.0,2207.0,0.4
u569,306,241,0.7875816993464052,5588.0,2207.0,0.9
u8381,305,185,0.6065573770491803,5588.0,2207.0,0.7
u13067,305,166,0.5442622950819672,5588.0,2207.0,0.6
u3814,304,195,0.6414473684210527,5588.0,2207.0,0.7
u12323,304,4,0.013157894736842105,5588.0,4.0,0.1
u11049,303,179,0.5907590759075908,5588.0,2207.0,0.6
u4549,303,213,0.7029702970297029,5588.0,2207.0,0.9
u12737,302,146,0.48344370860927155,5588.0,2207.0,0.5
u7107,301,182,0.6046511627906976,5588.0,2207.0,0.7
u10261,300,108,0.36,5588.0,2207.0,0.4
u2323,300,217,0.7233333333333334,5588.0,2207.0,0.9
u2036,300,124,0.41333333333333333,5588.0,2207.0,0.5
u6895,300,99,0.33,5588.0,2207.0,0.4
u6476,299,182,0.6086956521739131,5588.0,2207.0,0.7
u516,298,224,0.7516778523489933,5588.0,2207.0,0.9
u5653,297,214,0.7205387205387206,5588.0,2207.0,0.9
u1199,297,178,0.5993265993265994,5588.0,2207.0,0.6
u5443,296,228,0.7702702702702703,5588.0,2207.0,0.9
u11365,294,169,0.5748299319727891,5588.0,2207.0,0.6
u4230,293,216,0.7372013651877133,5588.0,2207.0,0.9
u7522,293,133,0.4539249146757679,5588.0,2207.0,0.5
u1127,293,182,0.621160409556314,5588.0,2207.0,0.7
u9006,293,204,0.6962457337883959,5588.0,2207.0,0.7
u9521,293,215,0.7337883959044369,5588.0,2207.0,0.9
u13043,293,154,0.5255972696245734,5588.0,2207.0,0.6
u7653,292,181,0.6198630136986302,5588.0,2207.0,0.7
u11596,292,266,0.910958904109589,5588.0,2207.0,1.0
u4847,291,99,0.3402061855670103,5588.0,2207.0,0.4
u2326,291,64,0.21993127147766323,5588.0,81.0,0.4
u1751,291,124,0.4261168384879725,5588.0,2207.0,0.5
u6096,290,101,0.3482758620689655,5588.0,2207.0,0.4
u942,290,204,0.7034482758620689,5588.0,2207.0,0.9
u1311,289,229,0.7923875432525952,5588.0,2207.0,0.9
u13100,289,163,0.5640138408304498,5588.0,2207.0,0.6
u9611,289,145,0.5017301038062284,5588.0,2207.0,0.6
u11524,289,210,0.726643598615917,5588.0,2207.0,0.9
u11087,288,149,0.5173611111111112,5588.0,2207.0,0.6
u10849,288,54,0.1875,5588.0,81.0,0.2
u1062,287,137,0.47735191637630664,5588.0,2207.0,0.5
u3796,287,245,0.8536585365853658,5588.0,2207.0,0.9
u5402,287,74,0.2578397212543554,5588.0,81.0,0.4
u7867,286,164,0.5734265734265734,5588.0,2207.0,0.6
u13642,286,259,0.9055944055944056,5588.0,2207.0,1.0
u10671,286,156,0.5454545454545454,5588.0,2207.0,0.6
u11543,285,247,0.8666666666666667,5588.0,2207.0,0.9
u9300,285,77,0.27017543859649124,5588.0,81.0,0.4
u3156,283,183,0.6466431095406361,5588.0,2207.0,0.7
u11412,283,166,0.5865724381625441,5588.0,2207.0,0.6
u10360,283,206,0.7279151943462897,5588.0,2207.0,0.9
u14192,283,136,0.48056537102473496,5588.0,2207.0,0.5
u1051,282,120,0.425531914893617,5588.0,2207.0,0.5
u9764,282,194,0.6879432624113475,5588.0,2207.0,0.7
u2850,282,191,0.6773049645390071,5588.0,2207.0,0.7
u11933,282,171,0.6063829787234043,5588.0,2207.0,0.7
u3753,281,126,0.4483985765124555,5588.0,2207.0,0.5
u9325,281,181,0.6441281138790036,5588.0,2207.0,0.7
u995,280,188,0.6714285714285714,5588.0,2207.0,0.7
u2714,280,193,0.6892857142857143,5588.0,2207.0,0.7
u8163,279,184,0.6594982078853047,5588.0,2207.0,0.7
u8950,278,108,0.38848920863309355,5588.0,2207.0,0.4
u3840,278,135,0.4856115107913669,5588.0,2207.0,0.5
u11600,277,223,0.8050541516245487,5588.0,2207.0,0.9
u11054,277,160,0.5776173285198556,5588.0,2207.0,0.6
u8607,276,205,0.7427536231884058,5588.0,2207.0,0.9
u8777,275,132,0.48,5588.0,2207.0,0.5
u8526,275,95,0.34545454545454546,5588.0,2207.0,0.4
u5924,275,145,0.5272727272727272,5588.0,2207.0,0.6
u8018,275,135,0.4909090909090909,5588.0,2207.0,0.5
u11077,274,133,0.4854014598540146,5588.0,2207.0,0.5
u14165,273,168,0.6153846153846154,5588.0,2207.0,0.7
u2438,273,59,0.21611721611721613,5588.0,81.0,0.4
u7929,272,101,0.3713235294117647,5588.0,2207.0,0.4
u13059,272,121,0.44485294117647056,5588.0,2207.0,0.5
u6240,272,164,0.6029411764705882,5588.0,2207.0,0.7
u7525,271,123,0.45387453874538747,5588.0,2207.0,0.5
u11081,271,54,0.1992619926199262,5588.0,81.0,0.2
u1480,271,128,0.47232472324723246,5588.0,2207.0,0.5
u6088,271,220,0.8118081180811808,5588.0,2207.0,0.9
u11290,270,135,0.5,5588.0,2207.0,0.5
u13714,270,181,0.6703703703703704,5588.0,2207.0,0.7
u2368,270,184,0.6814814814814815,5588.0,2207.0,0.7
u4070,270,140,0.5185185185185185,5588.0,2207.0,0.6
u4958,270,162,0.6,5588.0,2207.0,0.6
u8077,270,212,0.7851851851851852,5588.0,2207.0,0.9
u8562,270,124,0.45925925925925926,5588.0,2207.0,0.5
u258,269,107,0.39776951672862454,5588.0,2207.0,0.4
u11295,269,108,0.40148698884758366,5588.0,2207.0,0.5
u5821,269,111,0.41263940520446096,5588.0,2207.0,0.5
u5408,269,178,0.6617100371747212,5588.0,2207.0,0.7
u13290,269,194,0.7211895910780669,5588.0,2207.0,0.9
u10786,269,147,0.5464684014869888,5588.0,2207.0,0.6
u1418,268,206,0.7686567164179104,5588.0,2207.0,0.9
u12384,267,168,0.6292134831460674,5588.0,2207.0,0.7
u2008,267,169,0.6329588014981273,5588.0,2207.0,0.7
u7412,266,79,0.29699248120300753,5588.0,81.0,0.4
u6891,266,144,0.5413533834586466,5588.0,2207.0,0.6
u1275,265,137,0.5169811320754717,5588.0,2207.0,0.6
u14254,265,103,0.3886792452830189,5588.0,2207.0,0.4
u833,264,146,0.553030303030303,5588.0,2207.0,0.6
u6998,264,190,0.7196969696969697,5588.0,2207.0,0.9
u14089,263,62,0.23574144486692014,5588.0,81.0,0.4
u2140,263,166,0.6311787072243346,5588.0,2207.0,0.7
u9387,263,166,0.6311787072243346,5588.0,2207.0,0.7
u5576,262,179,0.683206106870229,5588.0,2207.0,0.7
u13650,262,105,0.40076335877862596,5588.0,2207.0,0.5
u3017,262,150,0.5725190839694656,5588.0,2207.0,0.6
u431,261,136,0.5210727969348659,5588.0,2207.0,0.6
u11802,261,180,0.6896551724137931,5588.0,2207.0,0.7
u7991,261,170,0.6513409961685823,5588.0,2207.0,0.7
u2739,260,213,0.8192307692307692,5588.0,2207.0,0.9
u12923,260,181,0.6961538461538461,5588.0,2207.0,0.7
u7889,260,74,0.2846153846153846,5588.0,81.0,0.4
u10051,259,56,0.21621621621621623,5588.0,81.0,0.4
u9397,259,143,0.5521235521235521,5588.0,2207.0,0.6
u8352,259,166,0.640926640926641,5588.0,2207.0,0.7
u8244,259,88,0.33976833976833976,5588.0,2207.0,0.4
u536,258,180,0.6976744186046512,5588.0,2207.0,0.7
u12683,258,221,0.8565891472868217,5588.0,2207.0,0.9
u12129,258,126,0.4883720930232558,5588.0,2207.0,0.5
u13191,255,146,0.5725490196078431,5588.0,2207.0,0.6
u6757,255,172,0.6745098039215687,5588.0,2207.0,0.7
u1305,254,169,0.6653543307086615,5588.0,2207.0,0.7
u6883,254,97,0.38188976377952755,5588.0,2207.0,0.4
u7617,254,98,0.3858267716535433,5588.0,2207.0,0.4
u10362,253,172,0.6798418972332015,5588.0,2207.0,0.7
u240,253,152,0.6007905138339921,5588.0,2207.0,0.7
u5488,253,166,0.6561264822134387,5588.0,2207.0,0.7
u12873,252,176,0.6984126984126984,5588.0,2207.0,0.7
u3124,252,51,0.20238095238095238,5588.0,81.0,0.4
u9826,252,151,0.5992063492063492,5588.0,2207.0,0.6
u1417,252,185,0.7341269841269841,5588.0,2207.0,0.9
u4741,252,181,0.7182539682539683,5588.0,2207.0,0.9
u11151,251,185,0.7370517928286853,5588.0,2207.0,0.9
u13783,251,218,0.8685258964143426,5588.0,2207.0,0.9
u831,251,172,0.6852589641434262,5588.0,2207.0,0.7
u9709,251,181,0.7211155378486056,5588.0,2207.0,0.9
u6747,250,79,0.316,5588.0,81.0,0.4
u13382,250,171,0.684,5588.0,2207.0,0.7
u5645,250,143,0.572,5588.0,2207.0,0.6
u10603,249,136,0.5461847389558233,5588.0,2207.0,0.6
u3788,249,94,0.37751004016064255,5588.0,2207.0,0.4
u401,248,93,0.375,5588.0,2207.0,0.4
u5719,248,87,0.35080645161290325,5588.0,2207.0,0.4
u10589,248,126,0.5080645161290323,5588.0,2207.0,0.6
u9456,248,36,0.14516129032258066,5588.0,41.0,0.2
u9645,247,158,0.6396761133603239,5588.0,2207.0,0.7
u11236,247,147,0.5951417004048583,5588.0,2207.0,0.6
u6512,247,73,0.29554655870445345,5588.0,81.0,0.4
u6301,247,109,0.44129554655870445,5588.0,2207.0,0.5
u6046,247,138,0.5587044534412956,5588.0,2207.0,0.6
u1648,247,128,0.5182186234817814,5588.0,2207.0,0.6
u2651,246,137,0.556910569105691,5588.0,2207.0,0.6
u9944,246,129,0.524390243902439,5588.0,2207.0,0.6
u12951,246,123,0.5,5588.0,2207.0,0.5
u3325,246,132,0.5365853658536586,5588.0,2207.0,0.6
u12631,245,98,0.4,5588.0,2207.0,0.4
u5797,245,172,0.7020408163265306,5588.0,2207.0,0.9
u8137,245,142,0.5795918367346938,5588.0,2207.0,0.6
u6866,245,159,0.6489795918367347,5588.0,2207.0,0.7
u787,245,85,0.3469387755102041,5588.0,2207.0,0.4
u1742,245,116,0.47346938775510206,5588.0,2207.0,0.5
u12834,244,183,0.75,5588.0,2207.0,0.9
u147,244,182,0.7459016393442623,5588.0,2207.0,0.9
u13049,244,82,0.3360655737704918,5588.0,2207.0,0.4
u5639,243,120,0.49382716049382713,5588.0,2207.0,0.5
u4211,243,159,0.654320987654321,5588.0,2207.0,0.7
u303,243,188,0.7736625514403292,5588.0,2207.0,0.9
u9918,243,77,0.3168724279835391,5588.0,81.0,0.4
u10368,243,155,0.6378600823045267,5588.0,2207.0,0.7
u2613,242,85,0.3512396694214876,5588.0,2207.0,0.4
u9298,242,113,0.4669421487603306,5588.0,2207.0,0.5
u7993,241,212,0.8796680497925311,5588.0,2207.0,0.9
u4756,241,83,0.34439834024896265,5588.0,2207.0,0.4
u10477,241,187,0.7759336099585062,5588.0,2207.0,0.9
u9757,240,148,0.6166666666666667,5588.0,2207.0,0.7
u1696,240,67,0.2791666666666667,5588.0,81.0,0.4
u909,240,227,0.9458333333333333,5588.0,2207.0,1.0
u7401,240,108,0.45,5588.0,2207.0,0.5
u4949,240,167,0.6958333333333333,5588.0,2207.0,0.7
u7721,239,158,0.6610878661087866,5588.0,2207.0,0.7
u2082,238,114,0.4789915966386555,5588.0,2207.0,0.5
u3465,238,83,0.3487394957983193,5588.0,2207.0,0.4
u9641,238,132,0.5546218487394958,5588.0,2207.0,0.6
u8595,237,188,0.7932489451476793,5588.0,2207.0,0.9
u1240,237,124,0.5232067510548524,5588.0,2207.0,0.6
u2493,236,178,0.7542372881355932,5588.0,2207.0,0.9
u5549,236,69,0.2923728813559322,5588.0,81.0,0.4
u8693,236,163,0.690677966101695,5588.0,2207.0,0.7
u12520,236,116,0.4915254237288136,5588.0,2207.0,0.5
u43,235,136,0.5787234042553191,5588.0,2207.0,0.6
u12415,235,107,0.4553191489361702,5588.0,2207.0,0.5
u6325,235,92,0.39148936170212767,5588.0,2207.0,0.4
u4002,235,76,0.32340425531914896,5588.0,81.0,0.4
u7704,235,140,0.5957446808510638,5588.0,2207.0,0.6
u14047,235,92,0.39148936170212767,5588.0,2207.0,0.4
u11391,234,94,0.4017094017094017,5588.0,2207.0,0.5
u5204,234,149,0.6367521367521367,5588.0,2207.0,0.7
u4354,234,134,0.5726495726495726,5588.0,2207.0,0.6
u5472,234,167,0.7136752136752137,5588.0,2207.0,0.9
u11324,233,166,0.7124463519313304,5588.0,2207.0,0.9
u4009,233,100,0.4291845493562232,5588.0,2207.0,0.5
u4605,233,190,0.8154506437768241,5588.0,2207.0,0.9
u13278,233,158,0.6781115879828327,5588.0,2207.0,0.7
u3924,233,139,0.5965665236051502,5588.0,2207.0,0.6
u1712,232,34,0.14655172413793102,5588.0,41.0,0.2
u5884,232,118,0.5086206896551724,5588.0,2207.0,0.6
u9604,232,165,0.7112068965517241,5588.0,2207.0,0.9
u3315,232,136,0.5862068965517241,5588.0,2207.0,0.6
u11821,232,61,0.2629310344827586,5588.0,81.0,0.4
u2,232,142,0.6120689655172413,5588.0,2207.0,0.7
u4335,231,50,0.21645021645021645,5588.0,81.0,0.4
u3905,231,63,0.2727272727272727,5588.0,81.0,0.4
u6104,231,148,0.6406926406926406,5588.0,2207.0,0.7
u10893,231,153,0.6623376623376623,5588.0,2207.0,0.7
u423,230,67,0.29130434782608694,5588.0,81.0,0.4
u3040,230,121,0.5260869565217391,5588.0,2207.0,0.6
u9431,230,126,0.5478260869565217,5588.0,2207.0,0.6
u12500,230,158,0.6869565217391305,5588.0,2207.0,0.7
u3368,229,95,0.4148471615720524,5588.0,2207.0,0.5
u4280,229,173,0.7554585152838428,5588.0,2207.0,0.9
u1220,229,173,0.7554585152838428,5588.0,2207.0,0.9
u3193,228,123,0.5394736842105263,5588.0,2207.0,0.6
u7280,228,152,0.6666666666666666,5588.0,2207.0,0.7
u13585,228,176,0.7719298245614035,5588.0,2207.0,0.9
u13015,228,173,0.7587719298245614,5588.0,2207.0,0.9
u9674,228,157,0.6885964912280702,5588.0,2207.0,0.7
u8468,227,109,0.4801762114537445,5588.0,2207.0,0.5
